Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/96036575/clean-title-2012-toyota-camry-base-ma-north-boston,96036575,"4,750 USD",12/17/2025 06:30 pm GMT+3:30,2012,TOYT,CAMRY BASE,2.5L  4,4,4T1BF1FK6CU******,CERT OF TITLE-RECONSTRCTD COLL,"229,000 A",ACTUAL,FRONT END,325 USD,0 USD,3303,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/96034035/clean-title-2016-kia-sorento-lx-nj-trenton,96034035,"1,600 USD",12/17/2025 06:30 pm GMT+3:30,2016,KIA,SORENTO LX,3.3L  6,6,5XYPGDA59GG******,CERTIFICATE OF TITLE,"147,522 A",ACTUAL,NORMAL WEAR,475 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/96032365/salvage-2018-hyundai-sonata-se-ma-west-warren,96032365,"5,544 USD",12/17/2025 06:30 pm GMT+3:30,2018,HYUN,SONATA SE,2.4L  4,4,5NPE24AF7JH******,CERT OF TITLE-SALVAGE,"356,820 A",ACTUAL,FRONT END,425 USD,0 USD,2,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/96031895/salvage-2019-audi-a3-premium-ny-long-island,96031895,"11,664 USD",12/17/2025 06:30 pm GMT+3:30,2019,AUDI,A3 PREMIUM,2.0L  4,4,WAUAUGFF3K1******,MV-907A SALVAGE CERTIFICATE,"107,963 A",ACTUAL,SIDE,"3,100 USD",0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/96028895/clean-title-2003-infiniti-g35-ny-long-island,96028895,$1 USD,12/17/2025 06:30 pm GMT+3:30,2003,INFI,G35,3.5L  6,6,JNKCV54E73M******,CERTIFICATE OF TITLE,"119,274 E",EXEMPT,FRONT END,300 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/96026535/clean-title-2014-toyota-corolla-l-ma-north-boston,96026535,"8,869 USD",12/17/2025 06:30 pm GMT+3:30,2014,TOYT,COROLLA L,1.8L  4,4,2T1BURHE8EC******,CERT OF TITLE-RECONSTRCTD COLL,"128,068 A",ACTUAL,FRONT END,100 USD,0 USD,4512,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/96015885/clean-title-2018-nissan-nv200-2-5s-ny-long-island,96015885,"9,985 USD",12/17/2025 06:30 pm GMT+3:30,2018,NISS,NV200 2.5S,2.0L  4,4,3N6CM0KN3JK******,CERTIFICATE OF TITLE,"201,204 A",ACTUAL,REAR END,900 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/96006115/clean-title-2017-nissan-maxima-3-5s-ma-north-boston,96006115,$1 USD,12/17/2025 06:30 pm GMT+3:30,2017,NISS,MAXIMA 3.5,3.5L  6,6,1N4AA6AP4HC******,CERTIFICATE OF TITLE (P),"132,999 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,2401,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/96003455/clean-title-2017-honda-civic-lx-ny-albany,96003455,"13,350 USD",12/17/2025 06:30 pm GMT+3:30,2017,HOND,CIVIC LX,2.0L  4,4,19XFC2F58HE******,CERTIFICATE OF TITLE,"201,050 A",ACTUAL,FRONT END,0 USD,0 USD,129,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/96002225/clean-title-2009-hyundai-santa-fe-gls-nj-trenton,96002225,$1 USD,12/17/2025 06:30 pm GMT+3:30,2009,HYUN,SANTA FE,2.7L  6,6,5NMSG13D39H******,CERTIFICATE OF TITLE,"230,767 A",ACTUAL,FRONT END,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95999665/clean-title-2010-ford-fusion-se-ma-west-warren,95999665,"4,402 USD",12/17/2025 06:30 pm GMT+3:30,2010,FORD,FUSION SE,2.5L  4,4,3FAHP0HA4AR******,CERT OF TITLE-RECONSTRCTD COLL,0 E,EXEMPT,FRONT END,300 USD,0 USD,2088,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95988965/clean-title-2013-toyota-venza-le-ny-albany,95988965,"9,250 USD",12/17/2025 06:30 pm GMT+3:30,2013,TOYT,VENZA LE,2.7L  4,4,4T3BA3BB4DU******,CERTIFICATE OF TITLE,"105,046 A",ACTUAL,REAR END,200 USD,0 USD,96,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95987745/salvage-2015-subaru-forester-2-5i-limited-ny-syracuse,95987745,"8,940 USD",12/17/2025 06:30 pm GMT+3:30,2015,SUBA,FORESTER 2,2.5L  4,4,JF2SJAHC2FH******,MV-907A SALVAGE CERTIFICATE,"122,944 A",ACTUAL,FRONT END,0 USD,0 USD,133,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95984615/clean-title-2010-toyota-rav4-ny-long-island,95984615,$1 USD,12/17/2025 06:30 pm GMT+3:30,2010,TOYT,RAV4,2.5L  4,4,JTMBF4DV9A5******,CERTIFICATE OF TITLE,"176,239 E",EXEMPT,FRONT END,375 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95979505/salvage-2010-toyota-prius-pa-philadelphia-east-sublot,95979505,"6,658 USD",12/17/2025 06:30 pm GMT+3:30,2010,TOYT,PRIUS,1.8L  4,4,JTDKN3DU5A0******,CERTIFICATE OF SALVAGE,"129,549 A",ACTUAL,REAR END,15 USD,0 USD,88,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95976305/clean-title-2013-volkswagen-jetta-se-ma-north-boston,95976305,"3,927 USD",12/17/2025 06:30 pm GMT+3:30,2013,VOLK,JETTA SE,2.5L  5,5,3VWDX7AJ0DM******,CERT OF TITLE-RECONSTRCTD COLL,"164,265 A",ACTUAL,FRONT END,300 USD,0 USD,2316,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95975935/clean-title-2005-toyota-tacoma-double-cab-ma-north-boston,95975935,$1 USD,12/17/2025 06:30 pm GMT+3:30,2005,TOYT,TACOMA DOU,4.0L  6,6,5TELU42N25Z******,CERTIFICATE OF TITLE (P),"200,131 A",ACTUAL,NORMAL WEAR,850 USD,0 USD,3352,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95972675/clean-title-2012-jeep-compass-sport-ma-freetown,95972675,"3,039 USD",12/17/2025 06:30 pm GMT+3:30,2012,JEP,COMPASS SP,2.4L  4,4,1C4NJDBBXCD******,CERT OF TITLE-RECONSTRCTD COLL,"164,269 N",NOT ACTUAL,FRONT END,100 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95970755/salvage-2011-nissan-rogue-s-pa-scranton,95970755,"5,466 USD",12/17/2025 06:30 pm GMT+3:30,2011,NISS,ROGUE S,2.5L  4,4,JN8AS5MV2BW******,CERTIFICATE OF SALVAGE,"95,664 A",ACTUAL,FRONT END,60 USD,0 USD,2024,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95970435/clean-title-2012-mercedes-benz-ml-350-4matic-nj-trenton,95970435,"11,500 USD",12/17/2025 06:30 pm GMT+3:30,2012,MERZ,ML 350 4MA,3.5L  6,6,4JGDA5HB2CA******,CERT OF TITLE-REBUILT SALVAGE (P),"120,027 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95968865/clean-title-2015-jeep-grand-cherokee-limited-ny-albany,95968865,"10,978 USD",12/17/2025 06:30 pm GMT+3:30,2015,JEP,GRAND CHER,3.6L  6,6,1C4RJFBG5FC******,CERTIFICATE OF TITLE,"94,430 A",ACTUAL,FRONT END,950 USD,0 USD,58,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95963565/clean-title-1988-mercedes-benz-560-sel-pa-philadelphia-east-sublot,95963565,$1 USD,12/17/2025 06:30 pm GMT+3:30,1988,MERZ,560 SEL,5.6L  8,8,WDBCA39D0JA******,CERT OF TITLE,"50,161 E",EXEMPT,NORMAL WEAR,"9,600 USD",0 USD,53,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95961615/clean-title-2008-toyota-tacoma-double-cab-ny-syracuse,95961615,$1 USD,12/17/2025 06:30 pm GMT+3:30,2008,TOYT,TACOMA DOU,4.0L  6,6,5TELU42N38Z******,CERTIFICATE OF TITLE,0 E,EXEMPT,NORMAL WEAR,275 USD,0 USD,170,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95957075/salvage-2012-volkswagen-cc-vr6-4motion-nj-trenton,95957075,"8,158 USD",12/17/2025 06:30 pm GMT+3:30,2012,VOLK,CC VR6 4MO,3.6L  6,6,WVWGU7AN9CE******,CERT OF TITLE-SALVAGE,"107,147 A",ACTUAL,FRONT END,225 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95955605/clean-title-2016-honda-pilot-touring-nj-trenton,95955605,"10,325 USD",12/17/2025 06:30 pm GMT+3:30,2016,HOND,PILOT TOUR,3.5L  6,6,5FNYF6H90GB******,CERTIFICATE OF TITLE (P),"216,445 A",ACTUAL,MECHANICAL,500 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95953055/salvage-2020-subaru-outback-premium-ny-albany,95953055,"20,370 USD",12/17/2025 06:30 pm GMT+3:30,2020,SUBA,OUTBACK PR,2.5L  4,4,4S4BTAEC8L3******,MV-907A SALVAGE CERTIFICATE,"70,421 A",ACTUAL,FRONT END,"3,650 USD",0 USD,90,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95950505/clean-title-2011-toyota-sienna-le-pa-scranton,95950505,$1 USD,12/17/2025 06:30 pm GMT+3:30,2011,TOYT,SIENNA LE,3.5L  6,6,5TDJK3DC3BS******,CERT OF TITLE,"200,670 A",ACTUAL,MECHANICAL,300 USD,0 USD,64,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95946885/salvage-2013-kia-optima-ex-ny-long-island,95946885,"5,067 USD",12/17/2025 06:30 pm GMT+3:30,2013,KIA,OPTIMA EX,2.4L  4,4,5XXGN4A71DG******,MV-907A SALVAGE CERTIFICATE,"96,922 A",ACTUAL,FRONT END,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95945035/salvage-2022-honda-cr-v-exl-ny-albany,95945035,"25,977 USD",12/17/2025 06:30 pm GMT+3:30,2022,HOND,CR-V EXL,2.0L  4,4,5J6RT6H82NL******,MV-907A SALVAGE CERTIFICATE,"50,831 A",ACTUAL,SIDE,"7,300 USD",0 USD,62,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95937265/salvage-2024-honda-pilot-touring-pa-philadelphia-east-sublot,95937265,"40,351 USD",12/17/2025 06:30 pm GMT+3:30,2024,HOND,PILOT TOUR,3.5L  6,6,5FNYG1H74RB******,CERTIFICATE OF SALVAGE,"18,892 A",ACTUAL,SIDE,"10,200 USD",0 USD,79,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95936935/salvage-2013-toyota-highlander-base-ny-albany,95936935,"9,929 USD",12/17/2025 06:30 pm GMT+3:30,2013,TOYT,HIGHLANDER,3.5L  6,6,5TDBK3EH4DS******,MV-907A SALVAGE CERTIFICATE,"164,163 A",ACTUAL,SIDE,425 USD,0 USD,45,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95935425/salvage-2019-lexus-es-300h-ny-long-island,95935425,"23,728 USD",12/17/2025 06:30 pm GMT+3:30,2019,LEXS,ES 300H,2.5L  4,4,58AB21B11KU******,MV-907A SALVAGE CERTIFICATE,"8,379 A",ACTUAL,REAR END,"7,100 USD",0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95934015/salvage-2016-acura-ilx-base-watch-plus-pa-philadelphia-east-sublot,95934015,"9,587 USD",12/17/2025 06:30 pm GMT+3:30,2016,ACUR,ILX BASE W,2.4L  4,4,19UDE2F36GA******,CERTIFICATE OF SALVAGE,"128,335 A",ACTUAL,FRONT END,525 USD,0 USD,57,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95931555/clean-title-2012-toyota-highlander-base-ma-freetown,95931555,$1 USD,12/17/2025 06:30 pm GMT+3:30,2012,TOYT,HIGHLANDER,3.5L  6,6,5TDBK3EH6CS******,CERT OF TITLE-RECONSTRCTD COLL,"172,958 A",ACTUAL,SIDE,325 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95929295/salvage-2012-toyota-rav4-pa-scranton,95929295,"6,898 USD",12/17/2025 06:30 pm GMT+3:30,2012,TOYT,RAV4,2.5L  4,4,2T3BF4DV3CW******,CERTIFICATE OF SALVAGE,"153,324 A",ACTUAL,ALL OVER,"1,500 USD",0 USD,24,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95928485/clean-title-2014-toyota-avalon-hybrid-pa-scranton,95928485,"13,275 USD",12/17/2025 06:30 pm GMT+3:30,2014,TOYT,AVALON HYB,2.5L  4,4,4T1BD1EB5EU******,CERT OF TITLE,"283,222 A",ACTUAL,MECHANICAL,325 USD,0 USD,15,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95928315/salvage-2017-subaru-forester-2-5i-premium-ny-syracuse,95928315,"14,559 USD",12/17/2025 06:30 pm GMT+3:30,2017,SUBA,FORESTER 2,2.5L  4,4,JF2SJAEC3HH******,MV-907A SALVAGE CERTIFICATE,"87,859 A",ACTUAL,SIDE,"1,700 USD",0 USD,109,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95927055/salvage-2010-honda-cr-v-exl-pa-scranton,95927055,"3,899 USD",12/17/2025 06:30 pm GMT+3:30,2010,HOND,CR-V EXL,2.4L  4,4,5J6RE4H75AL******,CERTIFICATE OF SALVAGE,"261,741 A",ACTUAL,SIDE,625 USD,0 USD,39,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95926225/clean-title-2015-gmc-yukon-slt-nj-trenton,95926225,$1 USD,12/17/2025 06:30 pm GMT+3:30,2015,GMC,YUKON SLT,5.3L  8,8,1GKS2BKC2FR******,CERTIFICATE OF TITLE (P),"181,770 A",ACTUAL,NORMAL WEAR,"3,900 USD",0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95925545/salvage-2020-chevrolet-equinox-lt-ny-albany,95925545,"19,341 USD",12/17/2025 06:30 pm GMT+3:30,2020,CHEV,EQUINOX LT,1.5L  4,4,2GNAXUEV7L6******,MV-907A SALVAGE CERTIFICATE,"24,200 N",NOT ACTUAL,FRONT END,"2,400 USD",0 USD,20,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95921305/salvage-2021-honda-cr-v-touring-pa-philadelphia-east-sublot,95921305,"29,450 USD",12/17/2025 06:30 pm GMT+3:30,2021,HOND,CR-V TOURI,2.0L  4,4,7FART6H92ME******,CERTIFICATE OF SALVAGE,0 N,NOT ACTUAL,VANDALISM,"11,500 USD",0 USD,106,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95916455/salvage-2015-jeep-cherokee-limited-ny-syracuse,95916455,"11,781 USD",12/17/2025 06:30 pm GMT+3:30,2015,JEP,CHEROKEE L,3.2L  6,6,1C4PJMDS3FW******,MV-907A SALVAGE CERTIFICATE,"76,872 A",ACTUAL,FRONT END,250 USD,0 USD,40,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95915215/clean-title-2015-jeep-cherokee-limited-ma-freetown,95915215,"9,580 USD",12/17/2025 06:30 pm GMT+3:30,2015,JEP,CHEROKEE L,3.2L  6,6,1C4PJMDS1FW******,CERT OF TITLE-RECONSTRCTD COLL,"98,605 A",ACTUAL,UNDERCARRIAGE,325 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95912295/clean-title-2009-toyota-corolla-base-ma-west-warren,95912295,"2,369 USD",12/17/2025 06:30 pm GMT+3:30,2009,TOYT,COROLLA BA,1.8L  4,4,2T1BU40E19C******,CERT OF TITLE-REBUILT,"157,237 A",ACTUAL,FRONT END,425 USD,0 USD,2058,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95912115/salvage-2009-mazda-6-i-nj-trenton,95912115,"4,414 USD",12/17/2025 06:30 pm GMT+3:30,2009,MAZD,6 I,2.5L  4,4,1YVHP81H295******,CERT OF TITLE-SALVAGE,"166,440 A",ACTUAL,SIDE,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95909135/clean-title-2010-subaru-forester-2-5x-premium-nj-trenton,95909135,"6,258 USD",12/17/2025 06:30 pm GMT+3:30,2010,SUBA,FORESTER 2,2.5L  4,4,JF2SH6CC6AH******,CERTIFICATE OF TITLE,"160,033 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95908985/salvage-2015-toyota-rav4-le-ny-albany,95908985,"10,003 USD",12/17/2025 06:30 pm GMT+3:30,2015,TOYT,RAV4 LE,2.5L  4,4,JTMBFREV8FD******,MV-907A SALVAGE CERTIFICATE,"186,887 A",ACTUAL,UNDERCARRIAGE,500 USD,0 USD,102,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95908555/clean-title-2010-honda-odyssey-lx-ma-west-warren,95908555,$1 USD,12/17/2025 06:30 pm GMT+3:30,2010,HOND,ODYSSEY LX,3.5L  6,6,5FNRL3H29AB******,CERTIFICATE OF TITLE,"313,092 A",ACTUAL,SIDE,300 USD,0 USD,2036,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95907765/salvage-2011-honda-cr-v-lx-pa-scranton,95907765,"7,807 USD",12/17/2025 06:30 pm GMT+3:30,2011,HOND,CR-V LX,2.4L  4,4,5J6RE4H3XBL******,CERTIFICATE OF SALVAGE,"117,229 A",ACTUAL,REAR END,"1,150 USD",0 USD,2257,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95907035/clean-title-2013-ford-escape-se-me-windham,95907035,"3,750 USD",12/17/2025 06:30 pm GMT+3:30,2013,FORD,ESCAPE SE,1.6L  4,4,1FMCU0GXXDU******,CERTIFICATE OF TITLE,"136,898 A",ACTUAL,UNDERCARRIAGE,0 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95906165/clean-title-2006-volvo-xc70-ma-north-boston,95906165,"5,290 USD",12/17/2025 06:30 pm GMT+3:30,2006,VOLV,XC70,2.5L  5,5,YV4SZ592161******,CERT OF TITLE-RECONSTRCTD COLL,"141,370 A",ACTUAL,FRONT END,300 USD,0 USD,4006,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95902655/clean-title-2015-bmw-328-xigt-sulev-ma-north-boston,95902655,$1 USD,12/17/2025 06:30 pm GMT+3:30,2015,BMW,328 XIGT S,2.0L  4,4,WBA8Z5C52FG******,CERT OF TITLE-RECONSTRCTD COLL,"46,106 A",ACTUAL,REAR END,125 USD,0 USD,0,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95895085/clean-title-2010-chevrolet-impala-lt-ny-syracuse,95895085,$1 USD,12/17/2025 06:30 pm GMT+3:30,2010,CHEV,IMPALA LT,3.5L  6,6,2G1WB5EK3A1******,CERTIFICATE OF TITLE,"138,810 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,131,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95894995/clean-title-2018-hyundai-elantra-gt-pa-scranton,95894995,"11,758 USD",12/17/2025 06:30 pm GMT+3:30,2018,HYUN,ELANTRA GT,2.0L  4,4,KMHH35LE5JU******,CERT OF TITLE,"135,901 A",ACTUAL,FRONT END,700 USD,0 USD,67,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95892255/clean-title-2001-mercedes-benz-clk-320-ny-long-island,95892255,$1 USD,12/17/2025 06:30 pm GMT+3:30,2001,MERZ,CLK 320,3.2L  6,6,WDBLJ65G11T******,CERTIFICATE OF TITLE,0 E,EXEMPT,MINOR DENT/SCRATCHES,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95891575/clean-title-2003-ford-escape-xlt-me-windham,95891575,$1 USD,12/17/2025 06:30 pm GMT+3:30,2003,FORD,ESCAPE XLT,3.0L  6,6,1FMYU93133K******,CERTIFICATE OF TITLE,"130,488 E",EXEMPT,MECHANICAL,0 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95888945/salvage-2012-volkswagen-jetta-se-pa-philadelphia-east-sublot,95888945,"4,475 USD",12/17/2025 06:30 pm GMT+3:30,2012,VOLK,JETTA SE,2.5L  5,5,3VWDP7AJ2CM******,CERTIFICATE OF SALVAGE,"154,294 A",ACTUAL,UNDERCARRIAGE,275 USD,0 USD,12,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95887625/clean-title-2008-chevrolet-silverado-k2500-heavy-duty-ma-north-boston,95887625,$1 USD,12/17/2025 06:30 pm GMT+3:30,2008,CHEV,SILVERADO,6.6L  8,8,1GCHK24628E******,CERTIFICATE OF TITLE (P),1 N,NOT ACTUAL,NORMAL WEAR,425 USD,0 USD,0,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95887615/salvage-2020-kia-sorento-s-ny-long-island,95887615,"19,089 USD",12/17/2025 06:30 pm GMT+3:30,2020,KIA,SORENTO S,3.3L  6,6,5XYPGDA50LG******,MV-907A SALVAGE CERTIFICATE,"34,726 A",ACTUAL,SIDE,"2,550 USD",0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95881625/clean-title-2010-honda-insight-ex-ma-west-warren,95881625,"6,448 USD",12/17/2025 06:30 pm GMT+3:30,2010,HOND,INSIGHT EX,1.3L  4,4,JHMZE2H78AS******,CERT OF TITLE-RECONSTRCTD COLL,"122,134 ",,FRONT END,425 USD,0 USD,2015,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95880415/clean-title-2014-kia-rio-ex-nj-trenton,95880415,$1 USD,12/17/2025 06:30 pm GMT+3:30,2014,KIA,RIO EX,1.6L  4,4,KNADN5A37E6******,CERTIFICATE OF TITLE,"133,596 A",ACTUAL,MINOR DENT/SCRATCHES,225 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95879515/clean-title-2012-ford-fusion-se-ny-long-island,95879515,$1 USD,12/17/2025 06:30 pm GMT+3:30,2012,FORD,FUSION SE,2.5L  4,4,3FAHP0HAXCR******,CERTIFICATE OF TITLE,"68,456 A",ACTUAL,SIDE,925 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95877135/clean-title-2007-gmc-sierra-k2500-heavy-duty-ma-north-boston,95877135,$1 USD,12/17/2025 06:30 pm GMT+3:30,2007,GMC,SIERRA K25,6.0L  8,8,1GTHK29U77E******,CERTIFICATE OF TITLE (P),"134,676 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95874415/salvage-2021-honda-hr-v-exl-ma-north-boston,95874415,"20,614 USD",12/17/2025 06:30 pm GMT+3:30,2021,HOND,HR-V EXL,1.8L  4,4,3CZRU6H71MM******,CERT OF TITLE-SALVAGE,"48,536 A",ACTUAL,REAR END,"4,850 USD",0 USD,25,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95869205/clean-title-2007-toyota-tacoma-ma-freetown,95869205,"7,636 USD",12/17/2025 06:30 pm GMT+3:30,2007,TOYT,TACOMA,2.7L  4,4,5TENX22N77Z******,CERT OF TITLE-RECONSTRCTD COLL,"121,422 A",ACTUAL,MINOR DENT/SCRATCHES,525 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95866255/2009-toyota-camry-se-ma-west-warren,95866255,"5,562 USD",12/17/2025 06:30 pm GMT+3:30,2009,TOYT,CAMRY SE,3.5L  6,6,4T1BK46K59U******,CERT OF TITLE-SALVG PARTS ONLY,"201,895 A",ACTUAL,FRONT END,300 USD,0 USD,30,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95865935/clean-title-2013-chrysler-town-&-country-touring-ma-freetown,95865935,"4,162 USD",12/17/2025 06:30 pm GMT+3:30,2013,CHRY,TOWN & COU,3.6L  6,6,2C4RC1BGXDR******,CERT OF TITLE-RECONSTRCTD COLL,"153,080 A",ACTUAL,REAR END,100 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95865895/salvage-2019-cadillac-xts-luxury-pa-philadelphia-east-sublot,95865895,"17,226 USD",12/17/2025 06:30 pm GMT+3:30,2019,CADI,XTS LUXURY,3.6L  6,6,2G61M5S32K9******,CERT OF SALVAGE-THEFT,0 N,NOT ACTUAL,VANDALISM,0 USD,0 USD,114,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95865235/salvage-2018-subaru-legacy-2-5i-limited-ny-syracuse,95865235,"16,149 USD",12/17/2025 06:30 pm GMT+3:30,2018,SUBA,LEGACY 2.5,2.5L  4,4,4S3BNAN62J3******,MV-907A SALVAGE CERTIFICATE,"49,326 A",ACTUAL,FRONT END,"2,000 USD",0 USD,20,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95859595/clean-title-2007-cadillac-escalade-esv-ny-long-island,95859595,$1 USD,12/17/2025 06:30 pm GMT+3:30,2007,CADI,ESCALADE E,6.2L  8,8,1GYFK66837R******,CERTIFICATE OF TITLE,"131,978 A",ACTUAL,NORMAL WEAR,350 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95856085/salvage-2017-hyundai-elantra-se-ny-albany,95856085,"6,324 USD",12/17/2025 06:30 pm GMT+3:30,2017,HYUN,ELANTRA SE,2.0L  4,4,5NPD84LF4HH******,MV-907A SALVAGE CERTIFICATE,"177,495 A",ACTUAL,SIDE,500 USD,0 USD,81,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95855015/salvage-2012-gmc-terrain-sle-pa-philadelphia-east-sublot,95855015,"7,256 USD",12/17/2025 06:30 pm GMT+3:30,2012,GMC,TERRAIN SL,3.0L  6,6,2GKFLSE54C6******,CERTIFICATE OF SALVAGE,"122,041 A",ACTUAL,FRONT END,0 USD,0 USD,30,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95852785/clean-title-2005-toyota-tacoma-ma-north-boston,95852785,"18,000 USD",12/17/2025 06:30 pm GMT+3:30,2005,TOYT,TACOMA,2.7L  4,4,5TENX22N65Z******,CERTIFICATE OF TITLE,"188,780 A",ACTUAL,FRONT END,550 USD,0 USD,22,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95849895/salvage-1998-lexus-ls-400-ny-long-island,95849895,"5,222 USD",12/17/2025 06:30 pm GMT+3:30,1998,LEXS,LS 400,4.0L  8,8,JT8BH28F4W0******,MV-907A SALVAGE CERTIFICATE,"202,572 E",EXEMPT,SIDE,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
