Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/95249755/clean-title-2019-gmc-sierra-k1500-slt-ma-north-boston,95249755,$1 USD,12/17/2025 06:30 pm GMT+3:30,2019,GMC,SIERRA K15,5.3L  8,8,3GTU9DED5KG******,CERTIFICATE OF TITLE (P),"69,058 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,2270,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95246175/clean-title-2007-toyota-yaris-ma-west-warren,95246175,$1 USD,12/17/2025 06:30 pm GMT+3:30,2007,TOYT,YARIS,1.5L  4,4,JTDBT923871******,CERTIFICATE OF TITLE,"225,209 A",ACTUAL,MECHANICAL,425 USD,0 USD,2014,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95245195/salvage-2016-subaru-impreza-limited-pa-scranton,95245195,"3,728 USD",12/17/2025 06:30 pm GMT+3:30,2016,SUBA,IMPREZA LI,2.0L  4,4,JF1GJAK6XGH******,CERTIFICATE OF SALVAGE,"366,821 A",ACTUAL,FRONT END,60 USD,0 USD,28,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95244995/clean-title-2022-mercedes-benz-s-580-4matic-ma-north-boston,95244995,$1 USD,12/17/2025 06:30 pm GMT+3:30,2022,MERZ,S 580 4MAT,4.0L  8,8,W1K6G7GB3NA******,CERTIFICATE OF TITLE (P),"67,300 A",ACTUAL,MINOR DENT/SCRATCHES,"38,500 USD",0 USD,2277,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95244515/clean-title-2021-bmw-x5-m50i-ma-north-boston,95244515,$1 USD,12/17/2025 06:30 pm GMT+3:30,2021,BMW,X5 M50I,4.4L  8,8,5UXJU4C08M9******,CERTIFICATE OF TITLE (P),"98,917 A",ACTUAL,MINOR DENT/SCRATCHES,"25,500 USD",0 USD,3336,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95244005/clean-title-2016-ram-1500-rebel-ma-north-boston,95244005,$1 USD,12/17/2025 06:30 pm GMT+3:30,2016,RAM,1500 REBEL,5.7L  8,8,1C6RR7YT1GS******,CERTIFICATE OF TITLE (P),"140,890 A",ACTUAL,MINOR DENT/SCRATCHES,"8,500 USD",0 USD,2357,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95243035/clean-title-2017-bmw-x6-xdrive35i-ma-north-boston,95243035,$1 USD,12/17/2025 06:30 pm GMT+3:30,2017,BMW,X6 XDRIVE3,3.0L  6,6,5UXKU2C3XH0******,CERTIFICATE OF TITLE (P),"139,301 A",ACTUAL,MECHANICAL,"10,000 USD",0 USD,4143,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95240545/salvage-2014-subaru-legacy-2-5i-premium-ny-syracuse,95240545,"8,947 USD",12/17/2025 06:30 pm GMT+3:30,2014,SUBA,LEGACY 2.5,2.5L  4,4,4S3BMBC66E3******,MV-907A SALVAGE CERTIFICATE,"62,477 A",ACTUAL,SIDE,850 USD,0 USD,60,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95238465/clean-title-2020-ford-escape-se-ma-north-boston,95238465,$1 USD,12/17/2025 06:30 pm GMT+3:30,2020,FORD,ESCAPE SE,1.5L  3,3,1FMCU9G69LU******,CERTIFICATE OF TITLE (P),"125,075 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,136,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95218085/clean-title-2022-ford-escape-se-ma-freetown,95218085,$1 USD,12/17/2025 06:30 pm GMT+3:30,2022,FORD,ESCAPE SE,1.5L  3,3,1FMCU9G6XNU******,CERTIFICATE OF TITLE (P),"97,499 A",ACTUAL,MINOR DENT/SCRATCHES,"5,800 USD",0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95216535/salvage-2020-chevrolet-trax-ls-nj-trenton,95216535,"12,305 USD",12/17/2025 06:30 pm GMT+3:30,2020,CHEV,TRAX LS,1.4L  4,4,3GNCJKSB8LL******,CERT OF TITLE-SALVAGE,"43,649 A",ACTUAL,SIDE,750 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95216285/salvage-2018-subaru-impreza-ny-syracuse,95216285,"15,525 USD",12/17/2025 06:30 pm GMT+3:30,2018,SUBA,IMPREZA,2.0L  4,4,4S3GKAA63J3******,MV-907A SALVAGE CERTIFICATE,"50,760 A",ACTUAL,FRONT END,"1,350 USD",0 USD,44,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95210635/clean-title-2020-toyota-camry-se-ny-long-island,95210635,$1 USD,12/17/2025 06:30 pm GMT+3:30,2020,TOYT,CAMRY SE,2.5L  4,4,4T1G11AK4LU******,CERTIFICATE OF TITLE (P),"96,129 A",ACTUAL,MINOR DENT/SCRATCHES,"1,900 USD",0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95209455/salvage-2016-toyota-rav4-xle-nj-trenton,95209455,"14,335 USD",12/17/2025 06:30 pm GMT+3:30,2016,TOYT,RAV4 XLE,2.5L  4,4,2T3RFREV1GW******,CERT OF TITLE-SALVAGE,"100,227 A",ACTUAL,SIDE,"5,100 USD",0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95205475/clean-title-2007-gmc-new-sierra-denali-ma-freetown,95205475,"9,831 USD",12/17/2025 06:30 pm GMT+3:30,2007,GMC,NEW SIERRA,6.2L  8,8,2GTEK638471******,CERTIFICATE OF TITLE,"156,489 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95202145/salvage-2009-jeep-compass-sport-pa-scranton,95202145,"3,299 USD",12/17/2025 06:30 pm GMT+3:30,2009,JEP,COMPASS SP,2.4L  4,4,1J4FF47B19D******,CERTIFICATE OF SALVAGE,"146,838 A",ACTUAL,SIDE,10 USD,0 USD,2067,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95201525/clean-title-2002-toyota-camry-le-ma-freetown,95201525,"2,646 USD",12/17/2025 06:30 pm GMT+3:30,2002,TOYT,CAMRY LE,2.4L  4,4,JTDBE32K720******,CERT OF TITLE-RECONSTRCTD COLL,0 E,EXEMPT,SIDE,100 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95198645/salvage-2016-jeep-patriot-sport-ny-long-island,95198645,"4,247 USD",12/17/2025 06:30 pm GMT+3:30,2016,JEP,PATRIOT SP,2.0L  4,4,1C4NJPBA9GD******,MV-907A SALVAGE CERTIFICATE,"144,175 A",ACTUAL,REAR END,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95196895/clean-title-2008-toyota-rav4-ma-freetown,95196895,"4,945 USD",12/17/2025 06:30 pm GMT+3:30,2008,TOYT,RAV4,2.4L  4,4,JTMBD33V886******,CERT OF TITLE-RECONSTRCTD COLL,"168,487 A",ACTUAL,FRONT END,150 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95195735/clean-title-2014-bmw-328-xi-sulev-ma-north-boston,95195735,"6,813 USD",12/17/2025 06:30 pm GMT+3:30,2014,BMW,328 XI SUL,2.0L  4,4,WBA3B5C55EF******,CERT OF TITLE-RECONSTRCTD COLL,"153,620 A",ACTUAL,UNDERCARRIAGE,500 USD,0 USD,4514,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95193015/clean-title-2010-toyota-corolla-matrix-s-me-windham,95193015,$1 USD,12/17/2025 06:30 pm GMT+3:30,2010,TOYT,COROLLA MA,2.4L  4,4,2T1LE4EE7AC******,CERTIFICATE OF TITLE,"173,201 E",EXEMPT,MECHANICAL,100 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95186675/salvage-2024-chevrolet-blazer-rs-ny-syracuse,95186675,"38,677 USD",12/17/2025 06:30 pm GMT+3:30,2024,CHEV,BLAZER RS,3.6L  6,6,3GNKBKRS9RS******,MV-907A SALVAGE CERTIFICATE,"7,764 A",ACTUAL,FRONT END,"3,400 USD",0 USD,11,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95186385/clean-title-2006-ford-mustang-ma-west-warren,95186385,$1 USD,12/17/2025 06:30 pm GMT+3:30,2006,FORD,MUSTANG,4.0L  6,6,1ZVFT84N365******,CERTIFICATE OF TITLE,"155,793 A",ACTUAL,MECHANICAL,300 USD,0 USD,51,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95183215/salvage-2012-mercedes-benz-sprinter-2500-nj-trenton,95183215,"16,640 USD",12/17/2025 06:30 pm GMT+3:30,2012,MERZ,SPRINTER 2,3.0L  6,6,WD3PE8CBXC5******,CERT OF TITLE-SALVAGE,"273,920 A",ACTUAL,FRONT END,225 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95182745/clean-title-2011-jaguar-xj-nj-trenton,95182745,"9,137 USD",12/17/2025 06:30 pm GMT+3:30,2011,JAGU,XJ,5.0L  8,8,SAJWA1CB7BL******,CERT OF TITLE,"107,601 A",ACTUAL,NORMAL WEAR,375 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95181685/clean-title-2003-toyota-tundra-access-cab-sr5-nj-trenton,95181685,"7,674 USD",12/17/2025 06:30 pm GMT+3:30,2003,TOYT,TUNDRA ACC,4.7L  8,8,5TBRT34123S******,CERT OF TITLE,"185,996 E",EXEMPT,FRONT END,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95181495/clean-title-2020-chevrolet-equinox-lt-nj-trenton,95181495,"18,525 USD",12/17/2025 06:30 pm GMT+3:30,2020,CHEV,EQUINOX LT,1.5L  4,4,2GNAXKEV6L6******,CERTIFICATE OF TITLE,"61,425 A",ACTUAL,MECHANICAL,250 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95181305/clean-title-2015-toyota-tundra-double-cab-sr-ma-freetown,95181305,$1 USD,12/17/2025 06:30 pm GMT+3:30,2015,TOYT,TUNDRA DOU,5.7L  8,8,5TFUY5F1XFX******,CERT OF TITLE-RECONSTRCTD COLL,"189,093 A",ACTUAL,SIDE,"4,000 USD",0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95179995/salvage-2008-subaru-outback-2-5i-ny-syracuse,95179995,"5,123 USD",12/17/2025 06:30 pm GMT+3:30,2008,SUBA,OUTBACK 2.,2.5L  4,4,4S4BP61C187******,MV-907A SALVAGE CERTIFICATE,"78,259 E",EXEMPT,FRONT END,0 USD,0 USD,79,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95174125/salvage-2011-chevrolet-malibu-2lt-pa-scranton,95174125,"4,937 USD",12/17/2025 06:30 pm GMT+3:30,2011,CHEV,MALIBU 2LT,3.6L  6,6,1G1ZD5E77BF******,CERTIFICATE OF SALVAGE,"119,250 A",ACTUAL,FRONT END,10 USD,0 USD,2040,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95173555/clean-title-2014-honda-civic-ex-ma-north-boston,95173555,"6,234 USD",12/17/2025 06:30 pm GMT+3:30,2014,HOND,CIVIC EX,1.8L  4,4,19XFB2F86EE******,CERT OF TITLE-RECONSTRCTD COLL,"155,292 A",ACTUAL,REAR END,325 USD,0 USD,3347,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95171165/2015-ford-fiesta-se-ma-north-boston,95171165,"3,226 USD",12/17/2025 06:30 pm GMT+3:30,2015,FORD,FIESTA SE,1.6L  4,4,3FADP4BJXFM******,BILL OF SALE-PARTS ONLY,0 N,NOT ACTUAL,FRONT END,300 USD,0 USD,4053,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95169435/clean-title-2013-hyundai-santa-fe-sport-nj-trenton,95169435,"3,400 USD",12/17/2025 06:30 pm GMT+3:30,2013,HYUN,SANTA FE S,2.4L  4,4,5XYZUDLB0DG******,CERTIFICATE OF TITLE,"103,834 A",ACTUAL,MECHANICAL,800 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95166565/salvage-2016-honda-pilot-touring-ma-north-boston,95166565,$1 USD,12/17/2025 06:30 pm GMT+3:30,2016,HOND,PILOT TOUR,3.5L  6,6,5FNYF6H90GB******,CERT OF TITLE-SLVG REPAIR THFT (P),"95,473 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,3335,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95166195/clean-title-2013-ram-1500-slt-nj-trenton,95166195,"2,000 USD",12/17/2025 06:30 pm GMT+3:30,2013,RAM,1500 SLT,3.6L  6,6,1C6RR7GGXDS******,CERTIFICATE OF TITLE,"110,457 A",ACTUAL,NORMAL WEAR,"1,900 USD",0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95165015/salvage-2020-kia-soul-lx-ny-albany,95165015,"12,436 USD",12/17/2025 06:30 pm GMT+3:30,2020,KIA,SOUL LX,2.0L  4,4,KNDJ23AU1L7******,MV-907A SALVAGE CERTIFICATE,"43,876 A",ACTUAL,FRONT END,250 USD,0 USD,134,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95162385/salvage-2017-honda-accord-sport-special-edition-pa-philadelphia-east-sublot,95162385,"13,353 USD",12/17/2025 06:30 pm GMT+3:30,2017,HOND,ACCORD SPO,2.4L  4,4,1HGCR2F19HA******,CERTIFICATE OF SALVAGE,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,121,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95158165/clean-title-2016-chevrolet-colorado-ma-north-boston,95158165,"11,425 USD",12/17/2025 06:30 pm GMT+3:30,2016,CHEV,COLORADO,2.5L  4,4,1GCHSBEA0G1******,CERTIFICATE OF TITLE,"159,684 A",ACTUAL,MECHANICAL,300 USD,0 USD,119,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95156465/clean-title-2017-ford-escape-se-ma-north-boston,95156465,$1 USD,12/17/2025 06:30 pm GMT+3:30,2017,FORD,ESCAPE SE,2.0L  4,4,1FMCU9G92HU******,CERTIFICATE OF TITLE (P),"158,028 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,158,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95153625/salvage-2018-chrysler-pacifica-touring-l-nj-trenton,95153625,"9,271 USD",12/17/2025 06:30 pm GMT+3:30,2018,CHRY,PACIFICA T,3.6L  6,6,2C4RC1BG8JR******,CERT OF TITLE-SALVAGE,"116,066 A",ACTUAL,FRONT END,225 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95153605/clean-title-2014-jeep-compass-latitude-ma-west-warren,95153605,"4,900 USD",12/17/2025 06:30 pm GMT+3:30,2014,JEP,COMPASS LA,2.4L  4,4,1C4NJDEB1ED******,CERT OF TITLE-RECONSTRCTD COLL,"153,620 A",ACTUAL,UNDERCARRIAGE,300 USD,0 USD,2054,MA - WEST WARREN,0,N/A,N/A
https://www.copart.com/lot/95147495/salvage-2018-lexus-nx-300-base-ny-albany,95147495,"17,981 USD",12/17/2025 06:30 pm GMT+3:30,2018,LEXS,NX 300 BAS,2.0L  4,4,JTJBARBZ8J2******,MV-907A SALVAGE CERTIFICATE,"109,626 A",ACTUAL,REAR END,450 USD,0 USD,79,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95147365/clean-title-2017-ram-promaster-2500-2500-high-ma-north-boston,95147365,$1 USD,12/17/2025 06:30 pm GMT+3:30,2017,RAM,PROMASTER,3.6L  6,6,3C6TRVDG1HE******,CERTIFICATE OF TITLE,"164,853 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,42,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95147175/salvage-2014-chrysler-300-ny-long-island,95147175,"7,873 USD",12/17/2025 06:30 pm GMT+3:30,2014,CHRY,300,3.6L  6,6,2C3CCAAG5EH******,MV-907A SALVAGE CERTIFICATE,"83,779 A",ACTUAL,REAR END,425 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95146525/clean-title-2014-cadillac-ats-luxury-ma-north-boston,95146525,$1 USD,12/17/2025 06:30 pm GMT+3:30,2014,CADI,ATS LUXURY,2.0L  4,4,1G6AH5RX8E0******,CERTIFICATE OF TITLE,"127,544 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,2314,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95145965/clean-title-2005-chevrolet-silverado-k1500-me-windham,95145965,"1,500 USD",12/17/2025 06:30 pm GMT+3:30,2005,CHEV,SILVERADO,4.3L  6,6,1GCEK14X75Z******,CERTIFICATE OF TITLE,"168,396 E",EXEMPT,SIDE,0 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95145875/clean-title-2015-ford-transit-connect-xl-me-windham,95145875,"13,280 USD",12/17/2025 06:30 pm GMT+3:30,2015,FORD,TRANSIT CO,2.5L  4,4,NM0LE7E78F1******,CERTIFICATE OF TITLE,"295,275 A",ACTUAL,MINOR DENT/SCRATCHES,400 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95145495/salvage-2025-chevrolet-trax-activ-pa-philadelphia-east-sublot,95145495,"25,287 USD",12/17/2025 06:30 pm GMT+3:30,2025,CHEV,TRAX ACTIV,1.2L  3,3,KL77LKEP4SC******,CERTIFICATE OF SALVAGE,"6,829 A",ACTUAL,FRONT END,"3,350 USD",0 USD,89,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95145055/salvage-2014-subaru-outback-2-5i-premium-ny-albany,95145055,"9,493 USD",12/17/2025 06:30 pm GMT+3:30,2014,SUBA,OUTBACK 2.,2.5L  4,4,4S4BRBDC8E3******,MV-907A SALVAGE CERTIFICATE,"114,160 A",ACTUAL,FRONT END,200 USD,0 USD,64,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95141615/salvage-2015-nissan-altima-2-5-nj-trenton,95141615,"3,624 USD",12/17/2025 06:30 pm GMT+3:30,2015,NISS,ALTIMA 2.5,2.5L  4,4,1N4AL3AP6FN******,CERT OF TITLE-SALVAGE,"179,691 A",ACTUAL,SIDE,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95141185/salvage-2018-toyota-camry-l-ny-syracuse,95141185,"16,580 USD",12/17/2025 06:30 pm GMT+3:30,2018,TOYT,CAMRY LE A,2.5L  4,4,4T1B11HK0JU******,MV-907A SALVAGE CERTIFICATE,"62,138 A",ACTUAL,FRONT END,"3,750 USD",0 USD,121,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95138085/salvage-2004-cadillac-escalade-ext-ny-long-island,95138085,"8,579 USD",12/17/2025 06:30 pm GMT+3:30,2004,CADI,ESCALADE E,6.0L  8,8,3GYEK62N34G******,MV-907A SALVAGE CERTIFICATE,0 E,EXEMPT,UNDERCARRIAGE,325 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95136825/clean-title-2011-kia-sorento-base-pa-scranton,95136825,$1 USD,12/17/2025 06:30 pm GMT+3:30,2011,KIA,SORENTO BA,3.5L  6,6,5XYKTDA24BG******,CERT OF TITLE,"214,269 A",ACTUAL,REAR END,60 USD,0 USD,58,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95136655/salvage-2015-chevrolet-impala-ltz-ny-syracuse,95136655,"8,209 USD",12/17/2025 06:30 pm GMT+3:30,2015,CHEV,IMPALA LTZ,3.6L  6,6,2G1165S3XF9******,MV-907A SALVAGE CERTIFICATE,"154,766 A",ACTUAL,FRONT END,250 USD,0 USD,168,NY - SYRACUSE,0,N/A,N/A
https://www.copart.com/lot/95135685/clean-title-2018-bmw-x5-xdr40e-nj-trenton,95135685,"18,175 USD",12/17/2025 06:30 pm GMT+3:30,2018,BMW,X5 XDR40E,2.0L  4,4,5UXKT0C55J0******,CERTIFICATE OF TITLE,"43,299 A",ACTUAL,MECHANICAL,225 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95129755/clean-title-2008-ford-escape-xlt-ma-north-boston,95129755,"2,502 USD",12/17/2025 06:30 pm GMT+3:30,2008,FORD,ESCAPE XLT,3.0L  6,6,1FMCU93108K******,CERT OF TITLE-RECONSTRCTD COLL,"167,805 A",ACTUAL,SIDE,300 USD,0 USD,4047,MA - NORTH BOSTON,0,N/A,N/A
https://www.copart.com/lot/95128825/salvage-2014-ford-fusion-s-pa-scranton,95128825,"6,653 USD",12/17/2025 06:30 pm GMT+3:30,2014,FORD,FUSION S,2.5L  4,4,1FA6P0G70E5******,CERTIFICATE OF SALVAGE,"103,046 A",ACTUAL,FRONT END,60 USD,0 USD,2291,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95124025/salvage-2009-honda-pilot-exl-ny-long-island,95124025,"6,292 USD",12/17/2025 06:30 pm GMT+3:30,2009,HOND,PILOT EXL,3.5L  6,6,5FNYF48609B******,MV-907A SALVAGE CERTIFICATE,"148,174 E",EXEMPT,REAR END,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95119325/clean-title-1953-mg-td-ny-albany,95119325,"20,000 USD",12/17/2025 06:30 pm GMT+3:30,1953,MG,TD,,,27694,REGISTRATION DOCUMENT CARD,"2,877 E",EXEMPT,REAR END,575 USD,0 USD,124,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95118725/salvage-2018-subaru-crosstrek-premium-ny-albany,95118725,"15,035 USD",12/17/2025 06:30 pm GMT+3:30,2018,SUBA,CROSSTREK,2.0L  4,4,JF2GTABC1JH******,MV-907A SALVAGE CERTIFICATE,"106,270 A",ACTUAL,FRONT END,"1,650 USD",0 USD,38,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95118295/clean-title-2014-chevrolet-impala-limited-ls-me-windham,95118295,"7,900 USD",12/17/2025 06:30 pm GMT+3:30,2014,CHEV,IMPALA LIM,3.6L  6,6,2G1WA5E33E1******,CERTIFICATE OF TITLE,"86,756 A",ACTUAL,NORMAL WEAR,0 USD,0 USD,0,ME - WINDHAM,0,N/A,N/A
https://www.copart.com/lot/95115925/salvage-2008-honda-accord-ex-pa-philadelphia-east-sublot,95115925,"6,755 USD",12/17/2025 06:30 pm GMT+3:30,2008,HOND,ACCORD EX,2.4L  4,4,1HGCP26738A******,CERTIFICATE OF SALVAGE,"87,711 A",ACTUAL,FRONT END,0 USD,0 USD,29,PA - PHILADELPHIA EAST-SUBLOT,0,N/A,N/A
https://www.copart.com/lot/95110735/clean-title-2010-honda-cr-v-lx-ny-albany,95110735,$1 USD,12/17/2025 06:30 pm GMT+3:30,2010,HOND,CR-V LX,2.4L  4,4,5J6RE4H32AL******,CERTIFICATE OF TITLE,"103,848 E",EXEMPT,FRONT END,"1,300 USD",0 USD,16,NY - ALBANY,0,N/A,N/A
https://www.copart.com/lot/95110655/salvage-2019-toyota-highlander-hybrid-ny-long-island,95110655,"24,093 USD",12/17/2025 06:30 pm GMT+3:30,2019,TOYT,HIGHLANDER,3.5L  6,6,5TDJGRFH3KS******,MV-907A SALVAGE CERTIFICATE,"87,787 A",ACTUAL,FRONT END,"6,500 USD",0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95109595/clean-title-2012-toyota-prius-v-ny-long-island,95109595,"8,070 USD",12/17/2025 06:30 pm GMT+3:30,2012,TOYT,PRIUS V,1.8L  4,4,JTDZN3EU9C3******,CERTIFICATE OF TITLE,"467,789 A",ACTUAL,NORMAL WEAR,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95103085/clean-title-2013-ford-fiesta-se-ma-freetown,95103085,"6,030 USD",12/17/2025 06:30 pm GMT+3:30,2013,FORD,FIESTA SE,1.6L  4,4,3FADP4EJ7DM******,CERT OF TITLE-RECONSTRCTD COLL,"38,684 A",ACTUAL,FRONT END,125 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95100715/clean-title-2013-volkswagen-passat-se-ma-freetown,95100715,"5,000 USD",12/17/2025 06:30 pm GMT+3:30,2013,VOLK,PASSAT SE,2.5L  5,5,1VWBP7A32DC******,CERT OF TITLE-RECONSTRCTD COLL,"133,506 A",ACTUAL,ALL OVER,100 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95100665/clean-title-2016-toyota-corolla-l-pa-scranton,95100665,$1 USD,12/17/2025 06:30 pm GMT+3:30,2016,TOYT,COROLLA L,1.8L  4,4,2T1BURHE5GC******,CERT OF TITLE,"210,649 A",ACTUAL,FRONT END,525 USD,0 USD,50,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95100295/salvage-2001-chevrolet-impala-nj-trenton,95100295,"1,546 USD",12/17/2025 06:30 pm GMT+3:30,2001,CHEV,IMPALA,3.4L  6,6,2G1WF52E619******,CERT OF TITLE-SALVAGE,0 N,NOT ACTUAL,FRONT END,0 USD,0 USD,0,NJ - TRENTON,0,N/A,N/A
https://www.copart.com/lot/95096795/salvage-2007-acura-mdx-sport-ny-long-island,95096795,"7,406 USD",12/17/2025 06:30 pm GMT+3:30,2007,ACUR,MDX SPORT,3.7L  6,6,2HNYD28827H******,MV-907A SALVAGE CERTIFICATE,"147,701 A",ACTUAL,FRONT END,175 USD,0 USD,0,NY - LONG ISLAND,0,N/A,N/A
https://www.copart.com/lot/95094085/clean-title-2016-ford-escape-se-ma-freetown,95094085,"8,025 USD",12/17/2025 06:30 pm GMT+3:30,2016,FORD,ESCAPE SE,1.6L  4,4,1FMCU9GX3GU******,CERTIFICATE OF TITLE,"177,172 A",ACTUAL,MECHANICAL,125 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
https://www.copart.com/lot/95091905/salvage-2013-toyota-avalon-hybrid-pa-scranton,95091905,"8,075 USD",12/17/2025 06:30 pm GMT+3:30,2013,TOYT,AVALON HYB,2.5L  4,4,4T1BD1EB3DU******,CERTIFICATE OF SALVAGE,"156,203 A",ACTUAL,REAR END,"1,050 USD",0 USD,119,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95088145/clean-title-2006-toyota-highlander-limited-pa-scranton,95088145,$1 USD,12/17/2025 06:30 pm GMT+3:30,2006,TOYT,HIGHLANDER,3.3L  6,6,JTEEP21AX60******,CERTIFICATE OF TITLE,"197,707 A",ACTUAL,MINOR DENT/SCRATCHES,750 USD,0 USD,65,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95087955/salvage-2019-toyota-camry-l-pa-scranton,95087955,"17,018 USD",12/17/2025 06:30 pm GMT+3:30,2019,TOYT,CAMRY L,2.5L  4,4,4T1B11HKXKU******,CERTIFICATE OF SALVAGE,"90,427 A",ACTUAL,FRONT END,"4,600 USD",0 USD,68,PA - SCRANTON,0,N/A,N/A
https://www.copart.com/lot/95081655/clean-title-1984-chevrolet-corvette-ma-freetown,95081655,$1 USD,12/17/2025 06:30 pm GMT+3:30,1984,CHEV,CORVETTE,5.7L  8,8,1G1AY0788E5******,CERTIFICATE OF TITLE,0 E,EXEMPT,MECHANICAL,100 USD,0 USD,0,MA - FREETOWN,0,N/A,N/A
